"PollingStation","No","Party","Votes"
"20832","7","NTH","7"
"20832","8","LRE","1"
"20832","9","PDAN","175"
"20832","10","ADR","1"
"20832","11","LN","4"
"20832","12","PS","224"
"20832","13","Other","7"
"2084","1","PSD","9"
"2084","2","PBK","0"
"2084","3","PLDSH","3"
"2084","4","BD","4"
"2084","5","ABEOK","0"
"2084","6","LSI","26"
"2084","7","NTH","14"
"2084","8","LRE","0"
"2084","9","PDAN","224"
"2084","10","ADR","0"
"2084","11","LN","2"
"2084","12","PS","386"
"2084","13","Other","5"
"20841","1","PSD","6"
"20841","2","PBK","1"
"20841","3","PLDSH","0"
"20841","4","BD","5"
"20841","5","ABEOK","0"
"20841","6","LSI","49"
"20841","7","NTH","16"
"20841","8","LRE","0"
"20841","9","PDAN","237"
"20841","10","ADR","1"
"20841","11","LN","1"
"20841","12","PS","334"
"20841","13","Other","6"
"20842","1","PSD","29"
"20842","2","PBK","0"
"20842","3","PLDSH","1"
"20842","4","BD","4"
"20842","5","ABEOK","0"
"20842","6","LSI","59"
"20842","7","NTH","10"
"20842","8","LRE","3"
"20842","9","PDAN","210"
"20842","10","ADR","1"
"20842","11","LN","4"
"20842","12","PS","327"
"20842","13","Other","7"
"20843","1","PSD","4"
"20843","2","PBK","0"
"20843","3","PLDSH","1"
"20843","4","BD","3"
"20843","5","ABEOK","0"
"20843","6","LSI","30"
"20843","7","NTH","19"
"20843","8","LRE","8"
"20843","9","PDAN","239"
"20843","10","ADR","1"
"20843","11","LN","15"
"20843","12","PS","309"
"20843","13","Other","11"
"20844","1","PSD","18"
"20844","2","PBK","0"
"20844","3","PLDSH","3"
"20844","4","BD","0"
"20844","5","ABEOK","0"
"20844","6","LSI","39"
"20844","7","NTH","25"
"20844","8","LRE","2"
"20844","9","PDAN","209"
"20844","10","ADR","2"
"20844","11","LN","6"
"20844","12","PS","328"
"20844","13","Other","11"
"20845","1","PSD","12"
"20845","2","PBK","1"
"20845","3","PLDSH","1"
"20845","4","BD","0"
"20845","5","ABEOK","0"
"20845","6","LSI","45"
"20845","7","NTH","11"
"20845","8","LRE","6"
"20845","9","PDAN","214"
"20845","10","ADR","0"
"20845","11","LN","10"
"20845","12","PS","377"
"20845","13","Other","0"
"20846","1","PSD","8"
"20846","2","PBK","0"
"20846","3","PLDSH","1"
"20846","4","BD","3"
"20846","5","ABEOK","0"
"20846","6","LSI","42"
"20846","7","NTH","9"
"20846","8","LRE","2"
"20846","9","PDAN","182"
"20846","10","ADR","0"
"20846","11","LN","2"
"20846","12","PS","381"
"20846","13","Other","9"
"2085","1","PSD","2"
"2085","2","PBK","0"
"2085","3","PLDSH","1"
"2085","4","BD","3"
"2085","5","ABEOK","0"
"2085","6","LSI","37"
"2085","7","NTH","0"
"2085","8","LRE","0"
"2085","9","PDAN","110"
"2085","10","ADR","0"
"2085","11","LN","1"
"2085","12","PS","135"
"2085","13","Other","0"
"20851","1","PSD","2"
"20851","2","PBK","1"
"20851","3","PLDSH","1"
"20851","4","BD","0"
"20851","5","ABEOK","0"
"20851","6","LSI","4"
"20851","7","NTH","0"
"20851","8","LRE","0"
"20851","9","PDAN","88"
"20851","10","ADR","3"
"20851","11","LN","1"
"20851","12","PS","109"
"20851","13","Other","1"
"2086","1","PSD","1"
"2086","2","PBK","0"
"2086","3","PLDSH","0"
"2086","4","BD","0"
"2086","5","ABEOK","0"
"2086","6","LSI","15"
"2086","7","NTH","0"
"2086","8","LRE","0"
"2086","9","PDAN","66"
"2086","10","ADR","0"
"2086","11","LN","0"
"2086","12","PS","153"
"2086","13","Other","1"
"2088","1","PSD","9"
"2088","2","PBK","0"
"2088","3","PLDSH","0"
"2088","4","BD","2"
"2088","5","ABEOK","1"
"2088","6","LSI","7"
"2088","7","NTH","0"
"2088","8","LRE","0"
"2088","9","PDAN","210"
"2088","10","ADR","2"
"2088","11","LN","2"
"2088","12","PS","245"
"2088","13","Other","0"
"2089","1","PSD","8"
"2089","2","PBK","1"
"2089","3","PLDSH","0"
"2089","4","BD","0"
"2089","5","ABEOK","0"
"2089","6","LSI","21"
"2089","7","NTH","1"
"2089","8","LRE","1"
"2089","9","PDAN","132"
"2089","10","ADR","3"
"2089","11","LN","0"
"2089","12","PS","204"
"2089","13","Other","0"
"2090","1","PSD","6"
"2090","2","PBK","1"
"2090","3","PLDSH","0"
"2090","4","BD","2"
"2090","5","ABEOK","0"
"2090","6","LSI","53"
"2090","7","NTH","1"
"2090","8","LRE","1"
"2090","9","PDAN","156"
"2090","10","ADR","6"
"2090","11","LN","0"
"2090","12","PS","335"
"2090","13","Other","1"
"2091","1","PSD","7"
"2091","2","PBK","1"
"2091","3","PLDSH","0"
"2091","4","BD","0"
"2091","5","ABEOK","0"
"2091","6","LSI","39"
"2091","7","NTH","0"
"2091","8","LRE","0"
"2091","9","PDAN","119"
"2091","10","ADR","5"
"2091","11","LN","0"
"2091","12","PS","134"
"2091","13","Other","0"
"2092","1","PSD","8"
"2092","2","PBK","0"
"2092","3","PLDSH","4"
"2092","4","BD","3"
"2092","5","ABEOK","1"
"2092","6","LSI","16"
"2092","7","NTH","1"
"2092","8","LRE","1"
"2092","9","PDAN","135"
"2092","10","ADR","0"
"2092","11","LN","1"
"2092","12","PS","263"
"2092","13","Other","1"
"2093","1","PSD","3"
"2093","2","PBK","1"
"2093","3","PLDSH","0"
"2093","4","BD","1"
"2093","5","ABEOK","0"
"2093","6","LSI","16"
"2093","7","NTH","2"
"2093","8","LRE","0"
"2093","9","PDAN","110"
"2093","10","ADR","0"
"2093","11","LN","0"
"2093","12","PS","133"
"2093","13","Other","0"
"2094","1","PSD","4"
"2094","2","PBK","0"
"2094","3","PLDSH","0"
"2094","4","BD","1"
"2094","5","ABEOK","0"
"2094","6","LSI","17"
"2094","7","NTH","0"
"2094","8","LRE","0"
"2094","9","PDAN","53"
"2094","10","ADR","2"
"2094","11","LN","1"
"2094","12","PS","73"
"2094","13","Other","0"
"2096","1","PSD","0"
"2096","2","PBK","0"
"2096","3","PLDSH","1"
"2096","4","BD","0"
"2096","5","ABEOK","1"
"2096","6","LSI","32"
"2096","7","NTH","0"
"2096","8","LRE","0"
"2096","9","PDAN","71"
"2096","10","ADR","0"
"2096","11","LN","0"
"2096","12","PS","145"
"2096","13","Other","1"
"2097","1","PSD","1"
"2097","2","PBK","0"
"2097","3","PLDSH","1"
"2097","4","BD","2"
"2097","5","ABEOK","2"
"2097","6","LSI","22"
"2097","7","NTH","1"
"2097","8","LRE","0"
"2097","9","PDAN","40"
"2097","10","ADR","0"
"2097","11","LN","0"
"2097","12","PS","95"
"2097","13","Other","0"
"2099","1","PSD","3"
"2099","2","PBK","1"
"2099","3","PLDSH","2"
"2099","4","BD","8"
"2099","5","ABEOK","0"
"2099","6","LSI","49"
"2099","7","NTH","0"
"2099","8","LRE","0"
"2099","9","PDAN","124"
"2099","10","ADR","2"
"2099","11","LN","7"
"2099","12","PS","432"
"2099","13","Other","0"
"2102","1","PSD","13"
"2102","2","PBK","2"
"2102","3","PLDSH","3"
"2102","4","BD","0"
"2102","5","ABEOK","0"
"2102","6","LSI","8"
"2102","7","NTH","1"
"2102","8","LRE","0"
"2102","9","PDAN","239"
"2102","10","ADR","1"
"2102","11","LN","2"
"2102","12","PS","341"
"2102","13","Other","0"
"21021","1","PSD","6"
"21021","2","PBK","0"
"21021","3","PLDSH","0"
"21021","4","BD","0"
"21021","5","ABEOK","0"
"21021","6","LSI","4"
"21021","7","NTH","2"
"21021","8","LRE","0"
"21021","9","PDAN","205"
"21021","10","ADR","1"
"21021","11","LN","1"
"21021","12","PS","239"
"21021","13","Other","1"
"2103","1","PSD","6"
"2103","2","PBK","0"
"2103","3","PLDSH","0"
"2103","4","BD","0"
"2103","5","ABEOK","0"
"2103","6","LSI","37"
"2103","7","NTH","0"
"2103","8","LRE","0"
"2103","9","PDAN","166"
"2103","10","ADR","3"
"2103","11","LN","5"
"2103","12","PS","206"
"2103","13","Other","0"
"2104","1","PSD","3"
"2104","2","PBK","0"
"2104","3","PLDSH","0"
"2104","4","BD","0"
"2104","5","ABEOK","0"
"2104","6","LSI","8"
"2104","7","NTH","3"
"2104","8","LRE","0"
"2104","9","PDAN","82"
"2104","10","ADR","0"
"2104","11","LN","0"
"2104","12","PS","118"
"2104","13","Other","1"
"2105","1","PSD","2"
"2105","2","PBK","0"
"2105","3","PLDSH","0"
"2105","4","BD","3"
"2105","5","ABEOK","0"
"2105","6","LSI","10"
"2105","7","NTH","2"
"2105","8","LRE","0"
"2105","9","PDAN","46"
"2105","10","ADR","1"
"2105","11","LN","1"
"2105","12","PS","179"
"2105","13","Other","0"
"2108","1","PSD","10"
"2108","2","PBK","0"
"2108","3","PLDSH","0"
"2108","4","BD","9"
"2108","5","ABEOK","0"
"2108","6","LSI","38"
"2108","7","NTH","0"
"2108","8","LRE","0"
"2108","9","PDAN","39"
"2108","10","ADR","0"
"2108","11","LN","1"
"2108","12","PS","224"
"2108","13","Other","0"
"2110","1","PSD","2"
"2110","2","PBK","0"
"2110","3","PLDSH","5"
"2110","4","BD","5"
"2110","5","ABEOK","0"
"2110","6","LSI","32"
"2110","7","NTH","1"
"2110","8","LRE","0"
"2110","9","PDAN","188"
"2110","10","ADR","0"
"2110","11","LN","7"
"2110","12","PS","318"
"2110","13","Other","0"
"2111","1","PSD","9"
"2111","2","PBK","2"
"2111","3","PLDSH","1"
"2111","4","BD","1"
"2111","5","ABEOK","0"
"2111","6","LSI","18"
"2111","7","NTH","3"
"2111","8","LRE","0"
"2111","9","PDAN","161"
"2111","10","ADR","1"
"2111","11","LN","7"
"2111","12","PS","186"
"2111","13","Other","2"
"2112","1","PSD","4"
"2112","2","PBK","0"
"2112","3","PLDSH","0"
"2112","4","BD","2"
"2112","5","ABEOK","0"
"2112","6","LSI","42"
"2112","7","NTH","1"
"2112","8","LRE","0"
"2112","9","PDAN","155"
"2112","10","ADR","0"
"2112","11","LN","0"
"2112","12","PS","122"
"2112","13","Other","0"
"2114","1","PSD","7"
"2114","2","PBK","1"
"2114","3","PLDSH","0"
"2114","4","BD","0"
"2114","5","ABEOK","0"
"2114","6","LSI","17"
"2114","7","NTH","0"
"2114","8","LRE","0"
"2114","9","PDAN","111"
"2114","10","ADR","0"
"2114","11","LN","0"
"2114","12","PS","155"
"2114","13","Other","0"
"21141","1","PSD","2"
"21141","2","PBK","0"
"21141","3","PLDSH","0"
"21141","4","BD","0"
"21141","5","ABEOK","0"
"21141","6","LSI","21"
"21141","7","NTH","5"
"21141","8","LRE","1"
"21141","9","PDAN","92"
"21141","10","ADR","0"
"21141","11","LN","0"
"21141","12","PS","197"
"21141","13","Other","3"
"2115","1","PSD","7"
"2115","2","PBK","0"
"2115","3","PLDSH","2"
"2115","4","BD","1"
"2115","5","ABEOK","0"
"2115","6","LSI","32"
"2115","7","NTH","2"
"2115","8","LRE","0"
"2115","9","PDAN","172"
"2115","10","ADR","0"
"2115","11","LN","3"
"2115","12","PS","249"
"2115","13","Other","0"
"21151","1","PSD","7"
"21151","2","PBK","0"
"21151","3","PLDSH","1"
"21151","4","BD","5"
"21151","5","ABEOK","0"
"21151","6","LSI","28"
"21151","7","NTH","1"
"21151","8","LRE","1"
"21151","9","PDAN","75"
"21151","10","ADR","2"
"21151","11","LN","0"
"21151","12","PS","218"
"21151","13","Other","0"
"2116","1","PSD","7"
"2116","2","PBK","0"
"2116","3","PLDSH","1"
"2116","4","BD","2"
"2116","5","ABEOK","0"
"2116","6","LSI","17"
"2116","7","NTH","0"
"2116","8","LRE","1"
"2116","9","PDAN","180"
"2116","10","ADR","3"
"2116","11","LN","0"
"2116","12","PS","165"
"2116","13","Other","2"
"21161","1","PSD","4"
"21161","2","PBK","0"
"21161","3","PLDSH","0"
"21161","4","BD","1"
"21161","5","ABEOK","0"
"21161","6","LSI","14"
"21161","7","NTH","0"
"21161","8","LRE","0"
"21161","9","PDAN","147"
"21161","10","ADR","2"
"21161","11","LN","0"
"21161","12","PS","124"
"21161","13","Other","0"
"2117","1","PSD","9"
"2117","2","PBK","0"
"2117","3","PLDSH","1"
"2117","4","BD","0"
"2117","5","ABEOK","0"
"2117","6","LSI","7"
"2117","7","NTH","0"
"2117","8","LRE","0"
"2117","9","PDAN","136"
"2117","10","ADR","1"
"2117","11","LN","0"
"2117","12","PS","156"
"2117","13","Other","0"
"2118","1","PSD","2"
"2118","2","PBK","0"
"2118","3","PLDSH","0"
"2118","4","BD","2"
"2118","5","ABEOK","0"
"2118","6","LSI","4"
"2118","7","NTH","0"
"2118","8","LRE","0"
"2118","9","PDAN","82"
"2118","10","ADR","1"
"2118","11","LN","1"
"2118","12","PS","109"
"2118","13","Other","0"
"2119","1","PSD","5"
"2119","2","PBK","1"
"2119","3","PLDSH","4"
"2119","4","BD","0"
"2119","5","ABEOK","1"
"2119","6","LSI","3"
"2119","7","NTH","1"
"2119","8","LRE","1"
"2119","9","PDAN","194"
"2119","10","ADR","1"
"2119","11","LN","0"
"2119","12","PS","315"
"2119","13","Other","0"
"2120","1","PSD","6"
"2120","2","PBK","0"
"2120","3","PLDSH","0"
"2120","4","BD","1"
"2120","5","ABEOK","0"
"2120","6","LSI","17"
"2120","7","NTH","0"
"2120","8","LRE","1"
"2120","9","PDAN","114"
"2120","10","ADR","2"
"2120","11","LN","1"
"2120","12","PS","88"
"2120","13","Other","0"
"2121","1","PSD","5"
"2121","2","PBK","0"
"2121","3","PLDSH","8"
"2121","4","BD","0"
"2121","5","ABEOK","0"
"2121","6","LSI","13"
"2121","7","NTH","0"
"2121","8","LRE","1"
"2121","9","PDAN","88"
"2121","10","ADR","1"
"2121","11","LN","3"
"2121","12","PS","149"
"2121","13","Other","0"
"2122","1","PSD","9"
"2122","2","PBK","0"
"2122","3","PLDSH","0"
"2122","4","BD","1"
"2122","5","ABEOK","0"
"2122","6","LSI","2"
"2122","7","NTH","1"
"2122","8","LRE","0"
"2122","9","PDAN","128"
"2122","10","ADR","0"
"2122","11","LN","0"
"2122","12","PS","161"
"2122","13","Other","0"
"21221","1","PSD","14"
"21221","2","PBK","1"
"21221","3","PLDSH","6"
"21221","4","BD","0"
"21221","5","ABEOK","0"
"21221","6","LSI","3"
"21221","7","NTH","1"
"21221","8","LRE","0"
"21221","9","PDAN","85"
"21221","10","ADR","0"
"21221","11","LN","0"
"21221","12","PS","157"
"21221","13","Other","2"
"2123","1","PSD","0"
"2123","2","PBK","0"
"2123","3","PLDSH","0"
"2123","4","BD","0"
"2123","5","ABEOK","0"
"2123","6","LSI","6"
"2123","7","NTH","0"
"2123","8","LRE","0"
"2123","9","PDAN","131"
"2123","10","ADR","1"
"2123","11","LN","0"
"2123","12","PS","49"
"2123","13","Other","0"
"2124","1","PSD","7"
"2124","2","PBK","0"
"2124","3","PLDSH","3"
"2124","4","BD","0"
"2124","5","ABEOK","2"
"2124","6","LSI","54"
"2124","7","NTH","1"
"2124","8","LRE","0"
"2124","9","PDAN","204"
"2124","10","ADR","0"
"2124","11","LN","0"
"2124","12","PS","178"
"2124","13","Other","0"
"2125","1","PSD","1"
"2125","2","PBK","0"
"2125","3","PLDSH","0"
"2125","4","BD","0"
"2125","5","ABEOK","0"
"2125","6","LSI","4"
"2125","7","NTH","0"
"2125","8","LRE","1"
"2125","9","PDAN","319"
"2125","10","ADR","6"
"2125","11","LN","1"
"2125","12","PS","75"
"2125","13","Other","10"
"2126","1","PSD","1"
"2126","2","PBK","0"
"2126","3","PLDSH","7"
"2126","4","BD","2"
"2126","5","ABEOK","0"
"2126","6","LSI","5"
"2126","7","NTH","0"
"2126","8","LRE","0"
"2126","9","PDAN","81"
"2126","10","ADR","2"
"2126","11","LN","0"
"2126","12","PS","145"
"2126","13","Other","1"
"21261","1","PSD","13"
"21261","2","PBK","0"
"21261","3","PLDSH","9"
"21261","4","BD","1"
"21261","5","ABEOK","0"
"21261","6","LSI","7"
"21261","7","NTH","0"
"21261","8","LRE","2"
"21261","9","PDAN","101"
"21261","10","ADR","0"
"21261","11","LN","0"
"21261","12","PS","138"
"21261","13","Other","0"
"2127","1","PSD","14"
"2127","2","PBK","0"
"2127","3","PLDSH","2"
"2127","4","BD","0"
"2127","5","ABEOK","0"
"2127","6","LSI","19"
"2127","7","NTH","1"
"2127","8","LRE","1"
"2127","9","PDAN","127"
"2127","10","ADR","2"
"2127","11","LN","0"
"2127","12","PS","196"
"2127","13","Other","0"
"21271","1","PSD","5"
"21271","2","PBK","0"
"21271","3","PLDSH","3"
"21271","4","BD","0"
"21271","5","ABEOK","0"
"21271","6","LSI","12"
"21271","7","NTH","0"
"21271","8","LRE","1"
"21271","9","PDAN","91"
"21271","10","ADR","3"
"21271","11","LN","0"
"21271","12","PS","137"
"21271","13","Other","3"
"2128","1","PSD","2"
"2128","2","PBK","0"
"2128","3","PLDSH","1"
"2128","4","BD","0"
"2128","5","ABEOK","0"
"2128","6","LSI","19"
"2128","7","NTH","1"
"2128","8","LRE","0"
"2128","9","PDAN","91"
"2128","10","ADR","1"
"2128","11","LN","4"
"2128","12","PS","206"
"2128","13","Other","0"
"2129","1","PSD","0"
"2129","2","PBK","0"
"2129","3","PLDSH","0"
"2129","4","BD","0"
"2129","5","ABEOK","0"
"2129","6","LSI","11"
"2129","7","NTH","1"
"2129","8","LRE","0"
"2129","9","PDAN","108"
"2129","10","ADR","0"
"2129","11","LN","0"
"2129","12","PS","99"
"2129","13","Other","1"
"2131","1","PSD","2"
"2131","2","PBK","0"
"2131","3","PLDSH","0"
"2131","4","BD","0"
"2131","5","ABEOK","0"
"2131","6","LSI","10"
"2131","7","NTH","1"
"2131","8","LRE","0"
"2131","9","PDAN","73"
"2131","10","ADR","0"
"2131","11","LN","0"
"2131","12","PS","94"
"2131","13","Other","0"
"2132","1","PSD","3"
"2132","2","PBK","0"
"2132","3","PLDSH","2"
"2132","4","BD","0"
"2132","5","ABEOK","0"
"2132","6","LSI","13"
"2132","7","NTH","0"
"2132","8","LRE","0"
"2132","9","PDAN","53"
"2132","10","ADR","0"
"2132","11","LN","0"
"2132","12","PS","110"
"2132","13","Other","0"
"2133","1","PSD","2"
"2133","2","PBK","0"
"2133","3","PLDSH","1"
"2133","4","BD","0"
"2133","5","ABEOK","0"
"2133","6","LSI","5"
"2133","7","NTH","0"
"2133","8","LRE","3"
"2133","9","PDAN","61"
"2133","10","ADR","0"
"2133","11","LN","0"
"2133","12","PS","91"
"2133","13","Other","0"
"2134","1","PSD","3"
"2134","2","PBK","0"
"2134","3","PLDSH","0"
"2134","4","BD","0"
"2134","5","ABEOK","0"
"2134","6","LSI","2"
"2134","7","NTH","0"
"2134","8","LRE","0"
"2134","9","PDAN","40"
"2134","10","ADR","0"
"2134","11","LN","0"
"2134","12","PS","68"
"2134","13","Other","0"
"21341","1","PSD","3"
"21341","2","PBK","0"
"21341","3","PLDSH","1"
"21341","4","BD","0"
"21341","5","ABEOK","0"
"21341","6","LSI","1"
"21341","7","NTH","0"
"21341","8","LRE","0"
"21341","9","PDAN","57"
"21341","10","ADR","0"
"21341","11","LN","0"
"21341","12","PS","65"
"21341","13","Other","0"
"2135","1","PSD","1"
"2135","2","PBK","0"
"2135","3","PLDSH","2"
"2135","4","BD","0"
"2135","5","ABEOK","0"
"2135","6","LSI","15"
"2135","7","NTH","1"
"2135","8","LRE","0"
"2135","9","PDAN","109"
"2135","10","ADR","0"
"2135","11","LN","1"
"2135","12","PS","110"
"2135","13","Other","1"
"2137","1","PSD","1"
"2137","2","PBK","0"
"2137","3","PLDSH","0"
"2137","4","BD","0"
"2137","5","ABEOK","0"
"2137","6","LSI","16"
"2137","7","NTH","0"
"2137","8","LRE","2"
"2137","9","PDAN","95"
"2137","10","ADR","0"
"2137","11","LN","0"
"2137","12","PS","84"
"2137","13","Other","0"
"2139","1","PSD","3"
"2139","2","PBK","0"
"2139","3","PLDSH","0"
"2139","4","BD","2"
"2139","5","ABEOK","0"
"2139","6","LSI","8"
"2139","7","NTH","0"
"2139","8","LRE","1"
"2139","9","PDAN","60"
"2139","10","ADR","0"
"2139","11","LN","0"
"2139","12","PS","74"
"2139","13","Other","0"
"2140","1","PSD","5"
"2140","2","PBK","0"
"2140","3","PLDSH","0"
"2140","4","BD","0"
"2140","5","ABEOK","0"
"2140","6","LSI","14"
"2140","7","NTH","0"
"2140","8","LRE","0"
"2140","9","PDAN","81"
"2140","10","ADR","3"
"2140","11","LN","0"
"2140","12","PS","76"
"2140","13","Other","0"
"2141","1","PSD","18"
"2141","2","PBK","0"
"2141","3","PLDSH","5"
"2141","4","BD","0"
"2141","5","ABEOK","0"
"2141","6","LSI","5"
"2141","7","NTH","0"
"2141","8","LRE","0"
"2141","9","PDAN","83"
"2141","10","ADR","1"
"2141","11","LN","0"
"2141","12","PS","135"
"2141","13","Other","0"
"2142","1","PSD","12"
"2142","2","PBK","1"
"2142","3","PLDSH","1"
"2142","4","BD","1"
"2142","5","ABEOK","0"
"2142","6","LSI","3"
"2142","7","NTH","0"
"2142","8","LRE","1"
"2142","9","PDAN","146"
"2142","10","ADR","1"
"2142","11","LN","0"
"2142","12","PS","174"
"2142","13","Other","0"
"2146","1","PSD","13"
"2146","2","PBK","0"
"2146","3","PLDSH","0"
"2146","4","BD","0"
"2146","5","ABEOK","0"
"2146","6","LSI","1"
"2146","7","NTH","0"
"2146","8","LRE","0"
"2146","9","PDAN","49"
"2146","10","ADR","1"
"2146","11","LN","0"
"2146","12","PS","50"
"2146","13","Other","0"
"2148","1","PSD","10"
"2148","2","PBK","1"
"2148","3","PLDSH","1"
"2148","4","BD","0"
"2148","5","ABEOK","0"
"2148","6","LSI","38"
"2148","7","NTH","0"
"2148","8","LRE","0"
"2148","9","PDAN","58"
"2148","10","ADR","0"
"2148","11","LN","0"
"2148","12","PS","108"
"2148","13","Other","0"
"21481","1","PSD","8"
"21481","2","PBK","0"
"21481","3","PLDSH","2"
"21481","4","BD","1"
"21481","5","ABEOK","0"
"21481","6","LSI","37"
"21481","7","NTH","0"
"21481","8","LRE","1"
"21481","9","PDAN","51"
"21481","10","ADR","1"
"21481","11","LN","0"
"21481","12","PS","80"
"21481","13","Other","0"
"2149","1","PSD","1"
"2149","2","PBK","0"
"2149","3","PLDSH","0"
"2149","4","BD","0"
"2149","5","ABEOK","0"
"2149","6","LSI","7"
"2149","7","NTH","0"
"2149","8","LRE","0"
"2149","9","PDAN","36"
"2149","10","ADR","0"
"2149","11","LN","0"
"2149","12","PS","69"
"2149","13","Other","0"
"2150","1","PSD","2"
"2150","2","PBK","0"
"2150","3","PLDSH","0"
"2150","4","BD","5"
"2150","5","ABEOK","0"
"2150","6","LSI","5"
"2150","7","NTH","0"
"2150","8","LRE","0"
"2150","9","PDAN","73"
"2150","10","ADR","0"
"2150","11","LN","0"
"2150","12","PS","52"
"2150","13","Other","0"
"21501","1","PSD","4"
"21501","2","PBK","0"
"21501","3","PLDSH","0"
"21501","4","BD","0"
"21501","5","ABEOK","0"
"21501","6","LSI","4"
"21501","7","NTH","0"
"21501","8","LRE","1"
"21501","9","PDAN","80"
"21501","10","ADR","0"
"21501","11","LN","0"
"21501","12","PS","29"
"21501","13","Other","0"
"2151","1","PSD","21"
"2151","2","PBK","0"
"2151","3","PLDSH","0"
"2151","4","BD","0"
"2151","5","ABEOK","0"
"2151","6","LSI","14"
"2151","7","NTH","0"
"2151","8","LRE","0"
"2151","9","PDAN","98"
"2151","10","ADR","0"
"2151","11","LN","0"
"2151","12","PS","34"
"2151","13","Other","0"
"2152","1","PSD","4"
"2152","2","PBK","0"
"2152","3","PLDSH","1"
"2152","4","BD","1"
"2152","5","ABEOK","0"
"2152","6","LSI","13"
"2152","7","NTH","0"
"2152","8","LRE","0"
"2152","9","PDAN","41"
"2152","10","ADR","0"
"2152","11","LN","0"
"2152","12","PS","67"
"2152","13","Other","0"
"2153","1","PSD","2"
"2153","2","PBK","0"
"2153","3","PLDSH","0"
"2153","4","BD","3"
"2153","5","ABEOK","0"
"2153","6","LSI","4"
"2153","7","NTH","0"
"2153","8","LRE","0"
"2153","9","PDAN","45"
"2153","10","ADR","0"
"2153","11","LN","0"
"2153","12","PS","38"
"2153","13","Other","0"
"2154","1","PSD","6"
"2154","2","PBK","0"
"2154","3","PLDSH","0"
"2154","4","BD","0"
"2154","5","ABEOK","0"
"2154","6","LSI","69"
"2154","7","NTH","2"
"2154","8","LRE","0"
"2154","9","PDAN","42"
"2154","10","ADR","0"
"2154","11","LN","1"
"2154","12","PS","85"
"2154","13","Other","0"
"21541","1","PSD","5"
"21541","2","PBK","0"
"21541","3","PLDSH","0"
"21541","4","BD","4"
"21541","5","ABEOK","0"
"21541","6","LSI","57"
"21541","7","NTH","0"
"21541","8","LRE","1"
"21541","9","PDAN","27"
"21541","10","ADR","0"
"21541","11","LN","0"
"21541","12","PS","52"
"21541","13","Other","0"
"2155","1","PSD","8"
"2155","2","PBK","0"
"2155","3","PLDSH","0"
"2155","4","BD","0"
"2155","5","ABEOK","1"
"2155","6","LSI","43"
"2155","7","NTH","0"
"2155","8","LRE","0"
"2155","9","PDAN","24"
"2155","10","ADR","0"
"2155","11","LN","3"
"2155","12","PS","51"
"2155","13","Other","1"
"2156","1","PSD","38"
"2156","2","PBK","0"
"2156","3","PLDSH","2"
"2156","4","BD","0"
"2156","5","ABEOK","0"
"2156","6","LSI","25"
"2156","7","NTH","0"
"2156","8","LRE","1"
"2156","9","PDAN","68"
"2156","10","ADR","0"
"2156","11","LN","0"
"2156","12","PS","124"
"2156","13","Other","0"
"2157","1","PSD","3"
"2157","2","PBK","0"
"2157","3","PLDSH","0"
"2157","4","BD","0"
"2157","5","ABEOK","0"
"2157","6","LSI","18"
"2157","7","NTH","1"
"2157","8","LRE","0"
"2157","9","PDAN","49"
"2157","10","ADR","0"
"2157","11","LN","0"
"2157","12","PS","55"
"2157","13","Other","0"
"2158","1","PSD","0"
"2158","2","PBK","0"
"2158","3","PLDSH","0"
"2158","4","BD","0"
"2158","5","ABEOK","2"
"2158","6","LSI","10"
"2158","7","NTH","0"
"2158","8","LRE","0"
"2158","9","PDAN","143"
"2158","10","ADR","3"
"2158","11","LN","1"
"2158","12","PS","111"
"2158","13","Other","0"
"21581","1","PSD","1"
"21581","2","PBK","0"
"21581","3","PLDSH","0"
"21581","4","BD","5"
"21581","5","ABEOK","0"
"21581","6","LSI","9"
"21581","7","NTH","0"
"21581","8","LRE","0"
"21581","9","PDAN","128"
"21581","10","ADR","0"
"21581","11","LN","0"
"21581","12","PS","134"
"21581","13","Other","0"
"2159","1","PSD","1"
"2159","2","PBK","0"
"2159","3","PLDSH","0"
"2159","4","BD","0"
"2159","5","ABEOK","0"
"2159","6","LSI","4"
"2159","7","NTH","0"
"2159","8","LRE","1"
"2159","9","PDAN","149"
"2159","10","ADR","0"
"2159","11","LN","0"
"2159","12","PS","160"
"2159","13","Other","0"
"2160","1","PSD","4"
"2160","2","PBK","1"
"2160","3","PLDSH","0"
"2160","4","BD","0"
"2160","5","ABEOK","0"
"2160","6","LSI","3"
"2160","7","NTH","0"
"2160","8","LRE","0"
"2160","9","PDAN","50"
"2160","10","ADR","0"
"2160","11","LN","0"
"2160","12","PS","52"
"2160","13","Other","0"
"2161","1","PSD","2"
"2161","2","PBK","0"
"2161","3","PLDSH","1"
"2161","4","BD","2"
"2161","5","ABEOK","0"
"2161","6","LSI","3"
"2161","7","NTH","4"
"2161","8","LRE","1"
"2161","9","PDAN","118"
"2161","10","ADR","0"
"2161","11","LN","0"
"2161","12","PS","109"
"2161","13","Other","0"
"21611","1","PSD","0"
"21611","2","PBK","0"
"21611","3","PLDSH","0"
"21611","4","BD","1"
"21611","5","ABEOK","0"
"21611","6","LSI","8"
"21611","7","NTH","0"
"21611","8","LRE","1"
"21611","9","PDAN","79"
