"PollingStation","No","Party","Votes"
"21611","10","ADR","1"
"21611","11","LN","0"
"21611","12","PS","110"
"21611","13","Other","0"
"2162","1","PSD","0"
"2162","2","PBK","0"
"2162","3","PLDSH","1"
"2162","4","BD","0"
"2162","5","ABEOK","0"
"2162","6","LSI","10"
"2162","7","NTH","0"
"2162","8","LRE","0"
"2162","9","PDAN","106"
"2162","10","ADR","0"
"2162","11","LN","0"
"2162","12","PS","96"
"2162","13","Other","0"
"2163","1","PSD","1"
"2163","2","PBK","0"
"2163","3","PLDSH","2"
"2163","4","BD","0"
"2163","5","ABEOK","0"
"2163","6","LSI","4"
"2163","7","NTH","0"
"2163","8","LRE","0"
"2163","9","PDAN","81"
"2163","10","ADR","0"
"2163","11","LN","0"
"2163","12","PS","56"
"2163","13","Other","0"
"21631","1","PSD","2"
"21631","2","PBK","0"
"21631","3","PLDSH","0"
"21631","4","BD","0"
"21631","5","ABEOK","0"
"21631","6","LSI","0"
"21631","7","NTH","0"
"21631","8","LRE","1"
"21631","9","PDAN","64"
"21631","10","ADR","0"
"21631","11","LN","0"
"21631","12","PS","53"
"21631","13","Other","1"
"2165","1","PSD","8"
"2165","2","PBK","0"
"2165","3","PLDSH","0"
"2165","4","BD","3"
"2165","5","ABEOK","0"
"2165","6","LSI","6"
"2165","7","NTH","0"
"2165","8","LRE","2"
"2165","9","PDAN","64"
"2165","10","ADR","0"
"2165","11","LN","0"
"2165","12","PS","171"
"2165","13","Other","1"
"21651","1","PSD","8"
"21651","2","PBK","0"
"21651","3","PLDSH","0"
"21651","4","BD","0"
"21651","5","ABEOK","0"
"21651","6","LSI","2"
"21651","7","NTH","0"
"21651","8","LRE","2"
"21651","9","PDAN","82"
"21651","10","ADR","2"
"21651","11","LN","1"
"21651","12","PS","118"
"21651","13","Other","1"
"2166","1","PSD","0"
"2166","2","PBK","0"
"2166","3","PLDSH","0"
"2166","4","BD","0"
"2166","5","ABEOK","0"
"2166","6","LSI","1"
"2166","7","NTH","0"
"2166","8","LRE","0"
"2166","9","PDAN","38"
"2166","10","ADR","0"
"2166","11","LN","0"
"2166","12","PS","66"
"2166","13","Other","0"
"2167","1","PSD","10"
"2167","2","PBK","0"
"2167","3","PLDSH","1"
"2167","4","BD","6"
"2167","5","ABEOK","0"
"2167","6","LSI","27"
"2167","7","NTH","1"
"2167","8","LRE","0"
"2167","9","PDAN","131"
"2167","10","ADR","0"
"2167","11","LN","0"
"2167","12","PS","126"
"2167","13","Other","0"
"2168","1","PSD","1"
"2168","2","PBK","0"
"2168","3","PLDSH","0"
"2168","4","BD","4"
"2168","5","ABEOK","0"
"2168","6","LSI","32"
"2168","7","NTH","1"
"2168","8","LRE","0"
"2168","9","PDAN","114"
"2168","10","ADR","0"
"2168","11","LN","0"
"2168","12","PS","135"
"2168","13","Other","1"
"21681","1","PSD","2"
"21681","2","PBK","0"
"21681","3","PLDSH","2"
"21681","4","BD","5"
"21681","5","ABEOK","0"
"21681","6","LSI","15"
"21681","7","NTH","1"
"21681","8","LRE","2"
"21681","9","PDAN","94"
"21681","10","ADR","0"
"21681","11","LN","0"
"21681","12","PS","127"
"21681","13","Other","0"
"2169","1","PSD","2"
"2169","2","PBK","1"
"2169","3","PLDSH","0"
"2169","4","BD","1"
"2169","5","ABEOK","0"
"2169","6","LSI","18"
"2169","7","NTH","1"
"2169","8","LRE","0"
"2169","9","PDAN","73"
"2169","10","ADR","0"
"2169","11","LN","1"
"2169","12","PS","86"
"2169","13","Other","0"
"21691","1","PSD","3"
"21691","2","PBK","0"
"21691","3","PLDSH","0"
"21691","4","BD","2"
"21691","5","ABEOK","0"
"21691","6","LSI","7"
"21691","7","NTH","1"
"21691","8","LRE","0"
"21691","9","PDAN","96"
"21691","10","ADR","1"
"21691","11","LN","0"
"21691","12","PS","103"
"21691","13","Other","1"
"2170","1","PSD","3"
"2170","2","PBK","0"
"2170","3","PLDSH","1"
"2170","4","BD","1"
"2170","5","ABEOK","0"
"2170","6","LSI","23"
"2170","7","NTH","0"
"2170","8","LRE","1"
"2170","9","PDAN","89"
"2170","10","ADR","0"
"2170","11","LN","1"
"2170","12","PS","67"
"2170","13","Other","1"
"21701","1","PSD","8"
"21701","2","PBK","0"
"21701","3","PLDSH","0"
"21701","4","BD","5"
"21701","5","ABEOK","0"
"21701","6","LSI","13"
"21701","7","NTH","0"
"21701","8","LRE","0"
"21701","9","PDAN","130"
"21701","10","ADR","0"
"21701","11","LN","0"
"21701","12","PS","78"
"21701","13","Other","0"
"2171","1","PSD","8"
"2171","2","PBK","0"
"2171","3","PLDSH","0"
"2171","4","BD","5"
"2171","5","ABEOK","0"
"2171","6","LSI","21"
"2171","7","NTH","0"
"2171","8","LRE","1"
"2171","9","PDAN","170"
"2171","10","ADR","0"
"2171","11","LN","0"
"2171","12","PS","107"
"2171","13","Other","0"
"21711","1","PSD","5"
"21711","2","PBK","0"
"21711","3","PLDSH","0"
"21711","4","BD","2"
"21711","5","ABEOK","0"
"21711","6","LSI","18"
"21711","7","NTH","0"
"21711","8","LRE","0"
"21711","9","PDAN","152"
"21711","10","ADR","1"
"21711","11","LN","0"
"21711","12","PS","127"
"21711","13","Other","1"
"2172","1","PSD","2"
"2172","2","PBK","0"
"2172","3","PLDSH","0"
"2172","4","BD","3"
"2172","5","ABEOK","0"
"2172","6","LSI","13"
"2172","7","NTH","0"
"2172","8","LRE","0"
"2172","9","PDAN","120"
"2172","10","ADR","0"
"2172","11","LN","0"
"2172","12","PS","67"
"2172","13","Other","0"
"21721","1","PSD","0"
"21721","2","PBK","0"
"21721","3","PLDSH","0"
"21721","4","BD","4"
"21721","5","ABEOK","0"
"21721","6","LSI","27"
"21721","7","NTH","0"
"21721","8","LRE","0"
"21721","9","PDAN","89"
"21721","10","ADR","0"
"21721","11","LN","1"
"21721","12","PS","65"
"21721","13","Other","0"
"2173","1","PSD","0"
"2173","2","PBK","0"
"2173","3","PLDSH","1"
"2173","4","BD","4"
"2173","5","ABEOK","0"
"2173","6","LSI","12"
"2173","7","NTH","0"
"2173","8","LRE","1"
"2173","9","PDAN","107"
"2173","10","ADR","0"
"2173","11","LN","0"
"2173","12","PS","112"
"2173","13","Other","1"
"21731","1","PSD","6"
"21731","2","PBK","0"
"21731","3","PLDSH","0"
"21731","4","BD","3"
"21731","5","ABEOK","0"
"21731","6","LSI","14"
"21731","7","NTH","1"
"21731","8","LRE","0"
"21731","9","PDAN","88"
"21731","10","ADR","0"
"21731","11","LN","2"
"21731","12","PS","124"
"21731","13","Other","1"
"2174","1","PSD","9"
"2174","2","PBK","0"
"2174","3","PLDSH","2"
"2174","4","BD","3"
"2174","5","ABEOK","0"
"2174","6","LSI","9"
"2174","7","NTH","0"
"2174","8","LRE","1"
"2174","9","PDAN","139"
"2174","10","ADR","0"
"2174","11","LN","1"
"2174","12","PS","203"
"2174","13","Other","0"
"21741","1","PSD","4"
"21741","2","PBK","0"
"21741","3","PLDSH","0"
"21741","4","BD","6"
"21741","5","ABEOK","0"
"21741","6","LSI","9"
"21741","7","NTH","1"
"21741","8","LRE","0"
"21741","9","PDAN","174"
"21741","10","ADR","0"
"21741","11","LN","0"
"21741","12","PS","212"
"21741","13","Other","1"
"2175","1","PSD","5"
"2175","2","PBK","0"
"2175","3","PLDSH","0"
"2175","4","BD","6"
"2175","5","ABEOK","0"
"2175","6","LSI","28"
"2175","7","NTH","1"
"2175","8","LRE","1"
"2175","9","PDAN","176"
"2175","10","ADR","1"
"2175","11","LN","1"
"2175","12","PS","152"
"2175","13","Other","5"
"21751","1","PSD","6"
"21751","2","PBK","0"
"21751","3","PLDSH","2"
"21751","4","BD","2"
"21751","5","ABEOK","0"
"21751","6","LSI","23"
"21751","7","NTH","1"
"21751","8","LRE","2"
"21751","9","PDAN","201"
"21751","10","ADR","2"
"21751","11","LN","0"
"21751","12","PS","159"
"21751","13","Other","0"
"2176","1","PSD","14"
"2176","2","PBK","0"
"2176","3","PLDSH","3"
"2176","4","BD","6"
"2176","5","ABEOK","0"
"2176","6","LSI","23"
"2176","7","NTH","2"
"2176","8","LRE","3"
"2176","9","PDAN","199"
"2176","10","ADR","1"
"2176","11","LN","1"
"2176","12","PS","124"
"2176","13","Other","1"
"21771","1","PSD","3"
"21771","2","PBK","0"
"21771","3","PLDSH","0"
"21771","4","BD","0"
"21771","5","ABEOK","0"
"21771","6","LSI","15"
"21771","7","NTH","5"
"21771","8","LRE","2"
"21771","9","PDAN","145"
"21771","10","ADR","1"
"21771","11","LN","1"
"21771","12","PS","207"
"21771","13","Other","2"
"2178","1","PSD","5"
"2178","2","PBK","0"
"2178","3","PLDSH","0"
"2178","4","BD","4"
"2178","5","ABEOK","2"
"2178","6","LSI","21"
"2178","7","NTH","0"
"2178","8","LRE","0"
"2178","9","PDAN","94"
"2178","10","ADR","0"
"2178","11","LN","0"
"2178","12","PS","103"
"2178","13","Other","0"
"21781","1","PSD","2"
"21781","2","PBK","0"
"21781","3","PLDSH","2"
"21781","4","BD","4"
"21781","5","ABEOK","1"
"21781","6","LSI","13"
"21781","7","NTH","0"
"21781","8","LRE","0"
"21781","9","PDAN","123"
"21781","10","ADR","0"
"21781","11","LN","1"
"21781","12","PS","145"
"21781","13","Other","1"
"2179","1","PSD","7"
"2179","2","PBK","0"
"2179","3","PLDSH","0"
"2179","4","BD","7"
"2179","5","ABEOK","0"
"2179","6","LSI","23"
"2179","7","NTH","1"
"2179","8","LRE","0"
"2179","9","PDAN","182"
"2179","10","ADR","0"
"2179","11","LN","1"
"2179","12","PS","120"
"2179","13","Other","0"
"2180","1","PSD","0"
"2180","2","PBK","0"
"2180","3","PLDSH","2"
"2180","4","BD","1"
"2180","5","ABEOK","0"
"2180","6","LSI","17"
"2180","7","NTH","0"
"2180","8","LRE","1"
"2180","9","PDAN","129"
"2180","10","ADR","0"
"2180","11","LN","0"
"2180","12","PS","93"
"2180","13","Other","1"
"2181","1","PSD","3"
"2181","2","PBK","0"
"2181","3","PLDSH","1"
"2181","4","BD","16"
"2181","5","ABEOK","0"
"2181","6","LSI","19"
"2181","7","NTH","1"
"2181","8","LRE","1"
"2181","9","PDAN","124"
"2181","10","ADR","1"
"2181","11","LN","0"
"2181","12","PS","116"
"2181","13","Other","2"
"2182","1","PSD","6"
"2182","2","PBK","0"
"2182","3","PLDSH","0"
"2182","4","BD","5"
"2182","5","ABEOK","0"
"2182","6","LSI","20"
"2182","7","NTH","0"
"2182","8","LRE","1"
"2182","9","PDAN","148"
"2182","10","ADR","2"
"2182","11","LN","0"
"2182","12","PS","79"
"2182","13","Other","0"
"2184","1","PSD","3"
"2184","2","PBK","0"
"2184","3","PLDSH","0"
"2184","4","BD","2"
"2184","5","ABEOK","0"
"2184","6","LSI","20"
"2184","7","NTH","2"
"2184","8","LRE","0"
"2184","9","PDAN","131"
"2184","10","ADR","0"
"2184","11","LN","0"
"2184","12","PS","146"
"2184","13","Other","0"
"2185","1","PSD","15"
"2185","2","PBK","0"
"2185","3","PLDSH","2"
"2185","4","BD","14"
"2185","5","ABEOK","0"
"2185","6","LSI","20"
"2185","7","NTH","2"
"2185","8","LRE","0"
"2185","9","PDAN","206"
"2185","10","ADR","0"
"2185","11","LN","0"
"2185","12","PS","136"
"2185","13","Other","0"
"2186","1","PSD","6"
"2186","2","PBK","0"
"2186","3","PLDSH","0"
"2186","4","BD","3"
"2186","5","ABEOK","0"
"2186","6","LSI","12"
"2186","7","NTH","1"
"2186","8","LRE","0"
"2186","9","PDAN","138"
"2186","10","ADR","0"
"2186","11","LN","0"
"2186","12","PS","153"
"2186","13","Other","0"
"2187","1","PSD","6"
"2187","2","PBK","0"
"2187","3","PLDSH","1"
"2187","4","BD","2"
"2187","5","ABEOK","2"
"2187","6","LSI","16"
"2187","7","NTH","0"
"2187","8","LRE","1"
"2187","9","PDAN","122"
"2187","10","ADR","0"
"2187","11","LN","1"
"2187","12","PS","167"
"2187","13","Other","1"
"2189","1","PSD","5"
"2189","2","PBK","0"
"2189","3","PLDSH","0"
"2189","4","BD","1"
"2189","5","ABEOK","0"
"2189","6","LSI","36"
"2189","7","NTH","4"
"2189","8","LRE","0"
"2189","9","PDAN","189"
"2189","10","ADR","0"
"2189","11","LN","0"
"2189","12","PS","135"
"2189","13","Other","1"
"21891","1","PSD","1"
"21891","2","PBK","0"
"21891","3","PLDSH","0"
"21891","4","BD","5"
"21891","5","ABEOK","0"
"21891","6","LSI","22"
"21891","7","NTH","0"
"21891","8","LRE","1"
"21891","9","PDAN","174"
"21891","10","ADR","1"
"21891","11","LN","0"
"21891","12","PS","140"
"21891","13","Other","1"
"2190","1","PSD","3"
"2190","2","PBK","0"
"2190","3","PLDSH","1"
"2190","4","BD","1"
"2190","5","ABEOK","0"
"2190","6","LSI","21"
"2190","7","NTH","2"
"2190","8","LRE","0"
"2190","9","PDAN","69"
"2190","10","ADR","0"
"2190","11","LN","0"
"2190","12","PS","85"
"2190","13","Other","0"
"21901","1","PSD","3"
"21901","2","PBK","0"
"21901","3","PLDSH","0"
"21901","4","BD","0"
"21901","5","ABEOK","1"
"21901","6","LSI","14"
"21901","7","NTH","0"
"21901","8","LRE","2"
"21901","9","PDAN","88"
"21901","10","ADR","1"
"21901","11","LN","0"
"21901","12","PS","94"
"21901","13","Other","0"
"2191","1","PSD","2"
"2191","2","PBK","0"
"2191","3","PLDSH","2"
"2191","4","BD","1"
"2191","5","ABEOK","0"
"2191","6","LSI","13"
"2191","7","NTH","1"
"2191","8","LRE","0"
"2191","9","PDAN","105"
"2191","10","ADR","0"
"2191","11","LN","0"
"2191","12","PS","125"
"2191","13","Other","0"
"2192","1","PSD","3"
"2192","2","PBK","0"
"2192","3","PLDSH","0"
"2192","4","BD","12"
"2192","5","ABEOK","0"
"2192","6","LSI","8"
"2192","7","NTH","1"
"2192","8","LRE","0"
"2192","9","PDAN","121"
"2192","10","ADR","1"
"2192","11","LN","1"
"2192","12","PS","114"
"2192","13","Other","1"
"21921","1","PSD","12"
"21921","2","PBK","0"
"21921","3","PLDSH","3"
"21921","4","BD","11"
"21921","5","ABEOK","0"
"21921","6","LSI","10"
"21921","7","NTH","1"
"21921","8","LRE","1"
"21921","9","PDAN","98"
"21921","10","ADR","6"
"21921","11","LN","0"
"21921","12","PS","100"
"21921","13","Other","0"
"2193","1","PSD","0"
"2193","2","PBK","0"
"2193","3","PLDSH","0"
"2193","4","BD","2"
"2193","5","ABEOK","0"
"2193","6","LSI","13"
"2193","7","NTH","0"
"2193","8","LRE","0"
"2193","9","PDAN","36"
"2193","10","ADR","0"
"2193","11","LN","0"
"2193","12","PS","103"
"2193","13","Other","6"
"21931","1","PSD","1"
"21931","2","PBK","0"
"21931","3","PLDSH","1"
"21931","4","BD","0"
"21931","5","ABEOK","0"
"21931","6","LSI","15"
"21931","7","NTH","2"
"21931","8","LRE","1"
"21931","9","PDAN","63"
"21931","10","ADR","0"
"21931","11","LN","1"
"21931","12","PS","71"
"21931","13","Other","1"
"2194","1","PSD","6"
"2194","2","PBK","0"
"2194","3","PLDSH","0"
"2194","4","BD","4"
"2194","5","ABEOK","0"
"2194","6","LSI","17"
"2194","7","NTH","0"
"2194","8","LRE","1"
"2194","9","PDAN","153"
"2194","10","ADR","0"
"2194","11","LN","0"
"2194","12","PS","111"
"2194","13","Other","0"
"21941","1","PSD","7"
"21941","2","PBK","0"
"21941","3","PLDSH","0"
"21941","4","BD","3"
"21941","5","ABEOK","0"
"21941","6","LSI","11"
"21941","7","NTH","5"
"21941","8","LRE","0"
"21941","9","PDAN","146"
"21941","10","ADR","0"
"21941","11","LN","1"
"21941","12","PS","175"
"21941","13","Other","0"
"2195","1","PSD","4"
"2195","2","PBK","1"
"2195","3","PLDSH","0"
"2195","4","BD","4"
"2195","5","ABEOK","1"
"2195","6","LSI","30"
"2195","7","NTH","2"
"2195","8","LRE","1"
"2195","9","PDAN","237"
"2195","10","ADR","0"
"2195","11","LN","0"
"2195","12","PS","126"
"2195","13","Other","2"
"21951","1","PSD","3"
"21951","2","PBK","0"
"21951","3","PLDSH","0"
"21951","4","BD","2"
"21951","5","ABEOK","0"
"21951","6","LSI","22"
"21951","7","NTH","1"
"21951","8","LRE","0"
"21951","9","PDAN","121"
"21951","10","ADR","0"
"21951","11","LN","0"
"21951","12","PS","115"
"21951","13","Other","1"
"2196","1","PSD","8"
"2196","2","PBK","0"
"2196","3","PLDSH","0"
"2196","4","BD","6"
"2196","5","ABEOK","0"
"2196","6","LSI","18"
"2196","7","NTH","2"
"2196","8","LRE","1"
"2196","9","PDAN","95"
"2196","10","ADR","1"
"2196","11","LN","0"
"2196","12","PS","106"
"2196","13","Other","4"
"21961","1","PSD","0"
"21961","2","PBK","0"
"21961","3","PLDSH","0"
"21961","4","BD","13"
"21961","5","ABEOK","1"
"21961","6","LSI","18"
"21961","7","NTH","0"
"21961","8","LRE","1"
"21961","9","PDAN","106"
"21961","10","ADR","1"
"21961","11","LN","0"
"21961","12","PS","92"
"21961","13","Other","0"
"2197","1","PSD","2"
"2197","2","PBK","0"
"2197","3","PLDSH","1"
"2197","4","BD","1"
"2197","5","ABEOK","0"
"2197","6","LSI","13"
"2197","7","NTH","0"
"2197","8","LRE","2"
"2197","9","PDAN","85"
"2197","10","ADR","0"
"2197","11","LN","1"
"2197","12","PS","128"
"2197","13","Other","0"
"21971","1","PSD","9"
"21971","2","PBK","0"
"21971","3","PLDSH","3"
"21971","4","BD","0"
"21971","5","ABEOK","0"
"21971","6","LSI","10"
"21971","7","NTH","0"
"21971","8","LRE","0"
"21971","9","PDAN","89"
"21971","10","ADR","0"
"21971","11","LN","0"
"21971","12","PS","103"
"21971","13","Other","0"
"2198","1","PSD","5"
"2198","2","PBK","0"
"2198","3","PLDSH","0"
"2198","4","BD","0"
"2198","5","ABEOK","0"
"2198","6","LSI","12"
"2198","7","NTH","0"
"2198","8","LRE","2"
"2198","9","PDAN","115"
"2198","10","ADR","1"
"2198","11","LN","0"
"2198","12","PS","161"
"2198","13","Other","2"
"2199","1","PSD","1"
"2199","2","PBK","0"
"2199","3","PLDSH","1"
"2199","4","BD","0"
"2199","5","ABEOK","2"
"2199","6","LSI","10"
"2199","7","NTH","0"
"2199","8","LRE","1"
"2199","9","PDAN","158"
"2199","10","ADR","0"
"2199","11","LN","0"
"2199","12","PS","124"
"2199","13","Other","0"
"2200","1","PSD","1"
"2200","2","PBK","0"
"2200","3","PLDSH","0"
"2200","4","BD","0"
"2200","5","ABEOK","0"
"2200","6","LSI","3"
"2200","7","NTH","0"
"2200","8","LRE","0"
"2200","9","PDAN","118"
"2200","10","ADR","0"
"2200","11","LN","0"
"2200","12","PS","87"
"2200","13","Other","0"
"22001","1","PSD","2"
"22001","2","PBK","0"
"22001","3","PLDSH","0"
"22001","4","BD","0"
"22001","5","ABEOK","1"
"22001","6","LSI","4"
"22001","7","NTH","2"
"22001","8","LRE","1"
"22001","9","PDAN","67"
"22001","10","ADR","0"
"22001","11","LN","3"
"22001","12","PS","126"
"22001","13","Other","0"
"2201","1","PSD","2"
"2201","2","PBK","0"
"2201","3","PLDSH","0"
"2201","4","BD","7"
"2201","5","ABEOK","0"
"2201","6","LSI","7"
"2201","7","NTH","1"
"2201","8","LRE","0"
"2201","9","PDAN","172"
"2201","10","ADR","0"
"2201","11","LN","1"
"2201","12","PS","115"
"2201","13","Other","0"
"2202","1","PSD","9"
"2202","2","PBK","0"
"2202","3","PLDSH","0"
"2202","4","BD","0"
"2202","5","ABEOK","0"
"2202","6","LSI","1"
"2202","7","NTH","0"
"2202","8","LRE","0"
"2202","9","PDAN","57"
"2202","10","ADR","0"
"2202","11","LN","0"
"2202","12","PS","46"
"2202","13","Other","0"
"2203","1","PSD","16"
"2203","2","PBK","0"
"2203","3","PLDSH","12"
"2203","4","BD","0"
"2203","5","ABEOK","0"
"2203","6","LSI","3"
"2203","7","NTH","2"
"2203","8","LRE","0"
"2203","9","PDAN","52"
"2203","10","ADR","0"
"2203","11","LN","0"
"2203","12","PS","90"
"2203","13","Other","0"
"22031","1","PSD","15"
"22031","2","PBK","0"
"22031","3","PLDSH","3"
"22031","4","BD","0"
"22031","5","ABEOK","0"
"22031","6","LSI","2"
"22031","7","NTH","0"
"22031","8","LRE","0"
"22031","9","PDAN","23"
"22031","10","ADR","0"
"22031","11","LN","0"
"22031","12","PS","40"
"22031","13","Other","0"
"2204","1","PSD","2"
"2204","2","PBK","0"
"2204","3","PLDSH","8"
"2204","4","BD","0"
"2204","5","ABEOK","0"
"2204","6","LSI","12"
"2204","7","NTH","0"
"2204","8","LRE","0"
"2204","9","PDAN","73"
"2204","10","ADR","0"
"2204","11","LN","0"
"2204","12","PS","64"
"2204","13","Other","0"
"2207","1","PSD","7"
"2207","2","PBK","0"
"2207","3","PLDSH","7"
"2207","4","BD","0"
"2207","5","ABEOK","0"
"2207","6","LSI","9"
"2207","7","NTH","0"
"2207","8","LRE","1"
"2207","9","PDAN","89"
"2207","10","ADR","1"
"2207","11","LN","0"
"2207","12","PS","32"
"2207","13","Other","1"
"22071","1","PSD","5"
"22071","2","PBK","0"
"22071","3","PLDSH","0"
"22071","4","BD","0"
"22071","5","ABEOK","2"
"22071","6","LSI","18"
"22071","7","NTH","3"
"22071","8","LRE","0"
"22071","9","PDAN","55"
"22071","10","ADR","1"
"22071","11","LN","0"
"22071","12","PS","39"
"22071","13","Other","0"
"2208","1","PSD","7"
"2208","2","PBK","0"
"2208","3","PLDSH","9"
"2208","4","BD","0"
"2208","5","ABEOK","0"
"2208","6","LSI","7"
"2208","7","NTH","0"
"2208","8","LRE","0"
"2208","9","PDAN","133"
"2208","10","ADR","1"
"2208","11","LN","0"
"2208","12","PS","53"
"2208","13","Other","0"
"22081","1","PSD","0"
"22081","2","PBK","0"
"22081","3","PLDSH","1"
"22081","4","BD","0"
"22081","5","ABEOK","0"
"22081","6","LSI","2"
"22081","7","NTH","0"
"22081","8","LRE","0"
"22081","9","PDAN","56"
"22081","10","ADR","0"
"22081","11","LN","0"
"22081","12","PS","28"
"22081","13","Other","0"
"2209","1","PSD","2"
"2209","2","PBK","0"
"2209","3","PLDSH","0"
"2209","4","BD","0"
"2209","5","ABEOK","0"
"2209","6","LSI","2"
"2209","7","NTH","1"
"2209","8","LRE","0"
"2209","9","PDAN","61"
"2209","10","ADR","0"
"2209","11","LN","1"
"2209","12","PS","86"
"2209","13","Other","0"
"22091","1","PSD","0"
"22091","2","PBK","0"
"22091","3","PLDSH","0"
"22091","4","BD","0"
"22091","5","ABEOK","1"
"22091","6","LSI","6"
